"sample_id","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_zip.postal_code","contact_country","supplementary_file","data_row_count","foetal.age.ch1","in.vitro.oxygen.condition.ch1","maternal.injections.ch1","maternal.oxygen.status.ch1","tissue.ch1","condition"
"GSM2300561","Plasma_Normoxia_MitoQNP_rep4","GSM2300561","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","foetal plasma at E20, maternal normoxia, maternal MitoQ-nanoparticle injection","Rattus norvegicus","foetal age: E20","tissue: Plasma","maternal oxygen status: Normoxia","maternal injections: MitoQ-nanoparticles","in vitro oxygen condition: N/A","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Plasma_NS_v_NM.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300561/suppl/GSM2300561_Sample11.RCC.gz","0","E20","N/A","MitoQ-nanoparticles","Normoxia","Plasma",NA
"GSM2300562","Plasma_Hypoxia_MitoQNP_rep1","GSM2300562","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","foetal plasma at E20, maternal hypoxia, maternal MitoQ-nanoparticle injection","Rattus norvegicus","foetal age: E20","tissue: Plasma","maternal oxygen status: Hypoxia","maternal injections: MitoQ-nanoparticles","in vitro oxygen condition: N/A","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Plasma_HS_v_HM.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300562/suppl/GSM2300562_Sample12.RCC.gz","0","E20","N/A","MitoQ-nanoparticles","Hypoxia","Plasma",NA
"GSM2300563","Plasma_Hypoxia_MitoQNP_rep2","GSM2300563","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","foetal plasma at E20, maternal hypoxia, maternal MitoQ-nanoparticle injection","Rattus norvegicus","foetal age: E20","tissue: Plasma","maternal oxygen status: Hypoxia","maternal injections: MitoQ-nanoparticles","in vitro oxygen condition: N/A","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Plasma_HS_v_HM.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300563/suppl/GSM2300563_Sample13.RCC.gz","0","E20","N/A","MitoQ-nanoparticles","Hypoxia","Plasma",NA
"GSM2300564","Plasma_Hypoxia_MitoQNP_rep3","GSM2300564","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","foetal plasma at E20, maternal hypoxia, maternal MitoQ-nanoparticle injection","Rattus norvegicus","foetal age: E20","tissue: Plasma","maternal oxygen status: Hypoxia","maternal injections: MitoQ-nanoparticles","in vitro oxygen condition: N/A","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Plasma_HS_v_HM.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300564/suppl/GSM2300564_Sample14.RCC.gz","0","E20","N/A","MitoQ-nanoparticles","Hypoxia","Plasma",NA
"GSM2300565","Plasma_Hypoxia_MitoQNP_rep4","GSM2300565","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","foetal plasma at E20, maternal hypoxia, maternal MitoQ-nanoparticle injection","Rattus norvegicus","foetal age: E20","tissue: Plasma","maternal oxygen status: Hypoxia","maternal injections: MitoQ-nanoparticles","in vitro oxygen condition: N/A","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Plasma_HS_v_HM.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300565/suppl/GSM2300565_Sample15.RCC.gz","0","E20","N/A","MitoQ-nanoparticles","Hypoxia","Plasma",NA
"GSM2300566","Placenta_Normoxia_Saline_21_rep1","GSM2300566","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal normoxia, maternal saline injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Normoxia","maternal injections: Saline","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HM02.txt; Placenta_NS21_v_HM21.txt; Placenta_NS21_v_HS02.txt; Placenta_NS21_v_HS21.txt;Placenta_NS21_v_NM21","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300566/suppl/GSM2300566_Sample16.RCC.gz","0","E20","21%","Saline","Normoxia","Pacenta",NA
"GSM2300567","Placenta_Normoxia_Saline_21_rep2","GSM2300567","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal normoxia, maternal saline injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Normoxia","maternal injections: Saline","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HM02.txt; Placenta_NS21_v_HM21.txt; Placenta_NS21_v_HS02.txt; Placenta_NS21_v_HS21.txt;Placenta_NS21_v_NM21","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300567/suppl/GSM2300567_Sample17.RCC.gz","0","E20","21%","Saline","Normoxia","Pacenta",NA
"GSM2300568","Placenta_Normoxia_Saline_21_rep3","GSM2300568","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal normoxia, maternal saline injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Normoxia","maternal injections: Saline","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HM02.txt; Placenta_NS21_v_HM21.txt; Placenta_NS21_v_HS02.txt; Placenta_NS21_v_HS21.txt;Placenta_NS21_v_NM21","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300568/suppl/GSM2300568_Sample18.RCC.gz","0","E20","21%","Saline","Normoxia","Pacenta",NA
"GSM2300569","Placenta_Normoxia_Saline_21_rep4","GSM2300569","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal normoxia, maternal saline injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Normoxia","maternal injections: Saline","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HM02.txt; Placenta_NS21_v_HM21.txt; Placenta_NS21_v_HS02.txt; Placenta_NS21_v_HS21.txt;Placenta_NS21_v_NM21","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300569/suppl/GSM2300569_Sample19.RCC.gz","0","E20","21%","Saline","Normoxia","Pacenta",NA
"GSM2300570","Placenta_Hypoxia_Saline_21_rep1","GSM2300570","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal hypoxia, maternal saline injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Hypoxia","maternal injections: Saline","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HS21.txt; Placenta_HS21_v_HM21.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300570/suppl/GSM2300570_Sample20.RCC.gz","0","E20","21%","Saline","Hypoxia","Pacenta",NA
"GSM2300571","Placenta_Hypoxia_Saline_21_rep2","GSM2300571","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal hypoxia, maternal saline injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Hypoxia","maternal injections: Saline","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HS21.txt; Placenta_HS21_v_HM21.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300571/suppl/GSM2300571_Sample21.RCC.gz","0","E20","21%","Saline","Hypoxia","Pacenta",NA
"GSM2300572","Placenta_Hypoxia_Saline_21_rep3","GSM2300572","Public on Aug 22 2017","Sep 01 2016","Aug 23 2017","RNA","1","placenta conditioned medium, maternal hypoxia, maternal saline injection, exposure to 21% oxygen in vitro","Rattus norvegicus","foetal age: E20","tissue: Pacenta","maternal oxygen status: Hypoxia","maternal injections: Saline","in vitro oxygen condition: 21%","On gestational day 15 of pregnancy the rats were injected ntravenously with saline or 125 μM MitoQ-nanoparticles and exposed for the next 6 days to 21% or 11% oxygen.","Three-month-old female Sprague-Dawley rats were maintained on ad libitum standard rat chow and tap water in a 10:14-h light-dark cycle and acclimatised before breeding. All protocols were approved by the University of Alberta Health Sciences Animal Policy and Welfare Committee, in accordance with the Canadian Council on Animal Care guidelines.","total RNA","Foetal blood was collected into EDTA-containing tubes, pooled per litter, and plasma was extracted. Placentae were isolated, placed into cell culture medium and incubated at 2, 8 or 21% oxygen for 24 h. Total RNA was extracted from 100 μl foetal plasma using the Qiagen miRNeasy Serum/Plasma Kit or from 200 μl conditioned media using the Qiagen miRNeasy Mini Kit.","biotin","Samples were labelled using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","10116","Samples were hybridised using the NanoString nCounter rat miRNA Expression Assay kit. See nCounter miRNA Expression Assay User Manual for protocol.","Samples were analysed using the NanoString nCounter Analysis System (Gen2). See Gen2 Prep Station User Manual.","Placenta_NS21_v_HS21.txt; Placenta_HS21_v_HM21.txt","Raw output files were converted into lists of counts. To compare two groups, the respective raw counts were passed into RUVSeq for normalisation and removal of unwanted variation. Adjusted counts were then analysed for differential expression analysis using edgeR.","Normalised counts can be found in attached text files, instead of in the matrix table, as specified in the 'Description' column under the 'Samples' heading. Values are Reporter Probe signal intensities captured with the nCounter Analysis System and normalised using RUVSeq.","GPL19924","Hannah,,Scott","hs9350@my.bristol.ac.uk","UK Dementia Research Institute","Cardiff University","Hadyn Ellis Building, Maindy Road","Cardiff","CF24 4HQ","United Kingdom","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2300nnn/GSM2300572/suppl/GSM2300572_Sample22.RCC.gz","0","E20","21%","Saline","Hypoxia","Pacenta",NA
